action,category,variety,color,vendor,tier,box_type,length,price,stock,image_type,image_source,instances_sharing_image,merge_group_size,image_path,pdp_link,slug
✅ OK,Anemone,Mistral,White,Megaflor,T3,EB,35-40 cm,1.26,0,CDN_REAL_PHOTO,db_cdn,1,2,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634611.png,https://floropolis.com/shop/mistral-white-35-40cm,mistral-white-35-40cm
✅ OK,Bells of Ireland,Bells of Ireland,Green,Megaflor,T1,QB,70 cm,1.01,0,CDN_REAL_PHOTO,db_cdn,2,2,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634605.png,https://floropolis.com/shop/bells-of-ireland-green-70cm,bells-of-ireland-green-70cm
✅ OK,Bells of Ireland,Bells of Ireland,Green,Megaflor,T1,QB,90 cm,1.35,0,CDN_REAL_PHOTO,db_cdn,2,2,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634606.png,https://floropolis.com/shop/bells-of-ireland-green-90cm,bells-of-ireland-green-90cm
✅ OK,Bouquets,Flat Hanna Farm Choice,Assorted,Magic Flowers,T2,QB,55 cm,16.06,120,CDN_REAL_PHOTO,db_cdn,2,1,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634609.png,https://floropolis.com/shop/bouquets-assorted-flat-hanna-farm-choice-55-cm,bouquets-assorted-flat-hanna-farm-choice-55-cm
✅ OK,Craspedia,Jumbo,Yellow,Megaflor,T1,QB,60 cm,0.93,14,CDN_REAL_PHOTO,db_cdn,1,2,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/21105728.png,https://floropolis.com/shop/jumbo-yellow-60cm,jumbo-yellow-60cm
✅ OK,Craspedia,Jumbo,Yellow,Megaflor,T1,EB,70 cm,1.07,60,CDN_REAL_PHOTO,db_cdn,1,2,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634618.jpg,https://floropolis.com/shop/jumbo-yellow-70cm,jumbo-yellow-70cm
✅ OK,Delphinium,Bella Andes,White,Flodecol,T1,QB,60 cm,0.94,0,REAL_PHOTO,mapper_exact,4,4,/images/shop/delphinium/bella-andes-white.png,https://floropolis.com/shop/bella-andes-white-60cm,bella-andes-white-60cm
✅ OK,Delphinium,Bella Andes,White,Flodecol,T1,QB,70 cm,1.03,0,REAL_PHOTO,mapper_exact,4,4,/images/shop/delphinium/bella-andes-white.png,https://floropolis.com/shop/bella-andes-white-70cm,bella-andes-white-70cm
✅ OK,Delphinium,Bella Andes,White,Flodecol,T1,QB,80 cm,1.17,0,REAL_PHOTO,mapper_exact,4,4,/images/shop/delphinium/bella-andes-white.png,https://floropolis.com/shop/bella-andes-white-80cm,bella-andes-white-80cm
✅ OK,Delphinium,Bella Andes,White,Flodecol,T1,QB,90 cm,1.36,0,REAL_PHOTO,mapper_exact,4,4,/images/shop/delphinium/bella-andes-white.png,https://floropolis.com/shop/bella-andes-white-90cm,bella-andes-white-90cm
✅ OK,Delphinium,Blue Bird,Blue,Megaflor,T2,QB-M,,1.59,2,REAL_PHOTO,db_local,1,2,/images/shop/delphinium/blue-bird-blue-v2.png,https://floropolis.com/shop/blue-bird-blue,blue-bird-blue
✅ OK,Delphinium,Blue Bird,Blue,Megaflor,T2,QB-M,80-90 cm,1.66,2,CDN_REAL_PHOTO,db_cdn,1,2,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634649.png,https://floropolis.com/shop/delphinium-blue-blue-bird-80-90cm,delphinium-blue-blue-bird-80-90cm
✅ OK,Delphinium,Blue Pacific Summer Skies,Light Blue,Megaflor,T2,QB,,1.42,0,CDN_REAL_PHOTO,db_cdn,2,3,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634608.png,https://floropolis.com/shop/blue-pacific-summer-skies-light-blue,blue-pacific-summer-skies-light-blue
✅ OK,Delphinium,Blue Pacific Summer Skies,Light Blue,Megaflor,T2,QB,70 cm,1.5,3,REAL_PHOTO,db_local,1,3,/images/shop/delphinium/blue-pacific-summer-skies-light-blue.jpg,https://floropolis.com/shop/delphinium-light-blue-pacific-summer-skies-70cm,delphinium-light-blue-pacific-summer-skies-70cm
✅ OK,Delphinium,Blue Pacific Summer Skies,Light Blue,Megaflor,T2,QB,80 cm,1.57,2,REAL_PHOTO,db_local,1,3,/images/shop/delphinium/blue-pacific-summer-skies-light-blue-v2.jpg,https://floropolis.com/shop/delphinium-light-blue-pacific-summer-skies-80cm,delphinium-light-blue-pacific-summer-skies-80cm
✅ OK,Delphinium,Blue Sea Waltz,Blue,Megaflor,T2,QB,,1.78,32,CDN_REAL_PHOTO,db_cdn,2,1,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634607.png,https://floropolis.com/shop/blue-sea-waltz-blue,blue-sea-waltz-blue
✅ OK,Delphinium,Blue Sea Waltz,Dark Blue,Megaflor,T2,QB,90 cm,1.78,32,REAL_PHOTO,db_local,1,1,/images/shop/delphinium/blue-sea-waltz-dark-blue.png,https://floropolis.com/shop/delphinium-dark-blue-sea-waltz-90cm,delphinium-dark-blue-sea-waltz-90cm
✅ OK,Delphinium,Blue Sky Waltz,Light Blue,Megaflor,T2,QB,,1.08,0,CDN_REAL_PHOTO,db_cdn,2,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634610.png,https://floropolis.com/shop/blue-sky-waltz-light-blue,blue-sky-waltz-light-blue
✅ OK,Delphinium,Blue Sky Waltz,Light Blue,Flodecol,T2,QB,60 cm,1.08,0,REAL_PHOTO,db_local,1,5,/images/shop/delphinium/blue-sky-waltz-light-blue.png,https://floropolis.com/shop/delphinium-light-blue-sky-waltz-60cm,delphinium-light-blue-sky-waltz-60cm
✅ OK,Delphinium,Blue Sky Waltz,Light Blue,Flodecol,T2,QB,70 cm,1.1,0,REAL_PHOTO,db_local,1,5,/images/shop/delphinium/blue-sky-waltz-light-blue-v2.png,https://floropolis.com/shop/delphinium-light-blue-sky-waltz-70cm,delphinium-light-blue-sky-waltz-70cm
✅ OK,Delphinium,Blue Sky Waltz,Light Blue,Megaflor,T2,QB,80 cm,1.57,6,CDN_REAL_PHOTO,db_cdn,2,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634687.png,https://floropolis.com/shop/delphinium-light-blue-sky-waltz-80cm,delphinium-light-blue-sky-waltz-80cm
✅ OK,Delphinium,Blue Sky Waltz,Light Blue,Megaflor,T2,QB,90 cm,1.78,10,CDN_REAL_PHOTO,db_cdn,2,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634688.png,https://floropolis.com/shop/delphinium-light-blue-sky-waltz-90cm,delphinium-light-blue-sky-waltz-90cm
✅ OK,Delphinium,Galahad,White,Megaflor,T2,QB-M,,1.63,2,REAL_PHOTO,db_local,2,2,/images/shop/delphinium/galahad-white.png,https://floropolis.com/shop/galahad-white,galahad-white
✅ OK,Delphinium,Galahad,White,Megaflor,T2,QB-M,80 cm,1.71,1,REAL_PHOTO,mapper_exact,2,2,/images/shop/delphinium/galahad-white.png,https://floropolis.com/shop/delphinium-white-galahad-80cm,delphinium-white-galahad-80cm
✅ OK,Delphinium,Larkspur,White,Megaflor,T3,EB,70 cm,1,0,REAL_PHOTO,mapper_exact,4,3,/images/shop/other/larkspur-white.png,https://floropolis.com/shop/larkspur-white-70-cm,larkspur-white-70-cm
✅ OK,Delphinium,Larkspur,White,Megaflor,T3,EB,80 cm,1.08,14,REAL_PHOTO,mapper_exact,4,3,/images/shop/other/larkspur-white.png,https://floropolis.com/shop/larkspur-white-80-cm,larkspur-white-80-cm
✅ OK,Delphinium,Larkspur,White,Megaflor,T3,QB,80 cm,1.42,2,REAL_PHOTO,mapper_exact,4,3,/images/shop/other/larkspur-white.png,https://floropolis.com/shop/larkspur-white-80cm,larkspur-white-80cm
✅ OK,Delphinium,Sea Waltz,Blue,Flodecol,T3,QB,60 cm,0.94,0,REAL_PHOTO,mapper_prefix,4,4,/images/shop/delphinium/sea-waltz-dark-blue.png,https://floropolis.com/shop/sea-waltz-blue-60cm,sea-waltz-blue-60cm
✅ OK,Delphinium,Sea Waltz,Blue,Flodecol,T3,QB,70 cm,1,0,REAL_PHOTO,mapper_prefix,4,4,/images/shop/delphinium/sea-waltz-dark-blue.png,https://floropolis.com/shop/sea-waltz-blue-70cm,sea-waltz-blue-70cm
✅ OK,Delphinium,Sea Waltz,Blue,Flodecol,T3,QB,80 cm,1.2,0,REAL_PHOTO,mapper_prefix,4,4,/images/shop/delphinium/sea-waltz-dark-blue.png,https://floropolis.com/shop/sea-waltz-blue-80cm,sea-waltz-blue-80cm
✅ OK,Delphinium,Sea Waltz,Blue,Flodecol,T3,QB,90 cm,1.23,0,REAL_PHOTO,mapper_prefix,4,4,/images/shop/delphinium/sea-waltz-dark-blue.png,https://floropolis.com/shop/sea-waltz-blue-90cm,sea-waltz-blue-90cm
✅ OK,Delphinium,Serene,Lavender,Flodecol,T1,QB,60 cm,0.94,0,REAL_PHOTO,db_local,4,4,/images/shop/delphinium/serene-lavender.png,https://floropolis.com/shop/serene-lavender-60cm,serene-lavender-60cm
✅ OK,Delphinium,Serene,Lavender,Flodecol,T1,QB,70 cm,1,0,REAL_PHOTO,db_local,4,4,/images/shop/delphinium/serene-lavender.png,https://floropolis.com/shop/serene-lavender-70cm,serene-lavender-70cm
✅ OK,Delphinium,Serene,Lavender,Flodecol,T1,QB,80 cm,1.17,3,REAL_PHOTO,db_local,4,4,/images/shop/delphinium/serene-lavender.png,https://floropolis.com/shop/serene-lavender-80cm,serene-lavender-80cm
✅ OK,Delphinium,Serene,Lavender,Flodecol,T1,QB,90 cm,1.21,0,REAL_PHOTO,db_local,4,4,/images/shop/delphinium/serene-lavender.png,https://floropolis.com/shop/serene-lavender-90cm,serene-lavender-90cm
✅ OK,Delphinium,Sky Waltz,Light Blue,Flodecol,T1,QB,60 cm,1.08,0,CDN_REAL_PHOTO,db_cdn,1,4,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634685.png,https://floropolis.com/shop/sky-waltz-light-blue-60cm,sky-waltz-light-blue-60cm
✅ OK,Delphinium,Sky Waltz,Light Blue,Flodecol,T1,QB,70 cm,1.08,0,CDN_REAL_PHOTO,db_cdn,1,4,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634686.png,https://floropolis.com/shop/sky-waltz-light-blue-70cm,sky-waltz-light-blue-70cm
✅ OK,Delphinium,Sky Waltz,Light Blue,Flodecol,T1,QB,80 cm,1.57,6,CDN_REAL_PHOTO,db_cdn,2,4,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634687.png,https://floropolis.com/shop/sky-waltz-light-blue-80cm,sky-waltz-light-blue-80cm
✅ OK,Delphinium,Sky Waltz,Light Blue,Flodecol,T1,QB,90 cm,1.78,10,CDN_REAL_PHOTO,db_cdn,2,4,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634688.png,https://floropolis.com/shop/sky-waltz-light-blue-90cm,sky-waltz-light-blue-90cm
✅ OK,Delphinium,Summer Skies,Light Blue,Megaflor,T3,QB,60 cm,1.35,0,REAL_PHOTO,mapper_exact,1,1,/images/shop/delphinium/summer-skies.png,https://floropolis.com/shop/summer-skies-light-blue-60cm,summer-skies-light-blue-60cm
✅ OK,Greens & Foliage,Areca Palm,Assorted,Magic Flowers,T3,HB,50 cm,0.55,0,REAL_PHOTO,mapper_prefix,4,2,/images/shop/greens/areca-palm-green.jpg,https://floropolis.com/shop/areca-palm-assorted-50,areca-palm-assorted-50
✅ OK,Greens & Foliage,Areca Palm,Assorted,Magic Flowers,T3,HB,65 cm,0.63,0,REAL_PHOTO,mapper_prefix,4,2,/images/shop/greens/areca-palm-green.jpg,https://floropolis.com/shop/areca-palm-assorted-65,areca-palm-assorted-65
✅ OK,Greens & Foliage,Areca Palm,Green,Magic Flowers,T2,EB/HB/QB,,0.43,52,REAL_PHOTO,mapper_exact,4,2,/images/shop/greens/areca-palm-green.jpg,https://floropolis.com/shop/palm-areca-small-green,palm-areca-small-green
✅ OK,Greens & Foliage,Areca Palm,Green,Magic Flowers,T2,EB/HB/QB,,0.44,54,REAL_PHOTO,mapper_exact,4,2,/images/shop/greens/areca-palm-green.jpg,https://floropolis.com/shop/palm-areca-medium-green,palm-areca-medium-green
✅ OK,Greens & Foliage,Arrow Palm,Green,Magic Flowers,T2,EB,,0.85,50,REAL_PHOTO,mapper_exact,2,2,/images/shop/greens/arrow-palm-green.jpg,https://floropolis.com/shop/palm-arrow-green,palm-arrow-green
✅ OK,Greens & Foliage,Arrow Palm,Green,Magic Flowers,T3,EB,50 cm,1.09,0,REAL_PHOTO,mapper_exact,2,2,/images/shop/greens/arrow-palm-green.jpg,https://floropolis.com/shop/arrow-palm-green-50,arrow-palm-green-50
✅ OK,Greens & Foliage,Croton tip lemon dop,Green,Magic Flowers,T3,QB,45 cm,0.72,0,REAL_PHOTO,mapper_fuzzy,1,1,/images/shop/greens/croton-tip-lemon-drop-green.png,https://floropolis.com/shop/croton-tip-lemon-dop-green-45,croton-tip-lemon-dop-green-45
✅ OK,Greens & Foliage,Eucalyptus Silver Dollar,Green,Magic Flowers,T2,EB/HB/QB,,0.55,60,REAL_PHOTO,db_local,1,1,/images/shop/greens/eucalyptus-silver-dollar-green.png,https://floropolis.com/shop/eucalyptus-silver-dollar-green,eucalyptus-silver-dollar-green
✅ OK,Greens & Foliage,Fern Lettuce Fern,Green,Magic Flowers,T2,EB/HB/QB,,0.62,44,REAL_PHOTO,mapper_exact,2,1,/images/shop/greens/lettuce-fern-green.jpg,https://floropolis.com/shop/fern-lettuce-fern-green,fern-lettuce-fern-green
✅ OK,Greens & Foliage,Lettuce Fern,Green,Magic Flowers,T3,HB,50 cm,0.99,0,REAL_PHOTO,mapper_exact,2,1,/images/shop/greens/lettuce-fern-green.jpg,https://floropolis.com/shop/lettuce-fern-green-50,lettuce-fern-green-50
✅ OK,Greens & Foliage,Pandanus Green,Green,Magic Flowers,T2,EB/QB,,0.22,36,REAL_PHOTO,mapper_exact,1,1,/images/shop/greens/pandanus-green-green.jpg,https://floropolis.com/shop/pandanus-green-green,pandanus-green-green
✅ OK,Greens & Foliage,Pandanus Variegated,Green,Magic Flowers,T2,EB/QB,,0.22,39,REAL_PHOTO,mapper_exact,1,1,/images/shop/greens/pandanus-variegated-green.jpg,https://floropolis.com/shop/pandanus-variegated-green,pandanus-variegated-green
✅ OK,Greens & Foliage,Philodendron Congo,Green,Magic Flowers,T2,HB/QB,,1.69,9,REAL_PHOTO,mapper_exact,1,1,/images/shop/greens/phi-congo-green.jpg,https://floropolis.com/shop/philodendron-congo-green,philodendron-congo-green
✅ OK,Greens & Foliage,Philodendron Congo,Red,Magic Flowers,T2,HB/QB,,1.69,7,REAL_PHOTO,mapper_exact,1,1,/images/shop/greens/phi-congo-red.jpg,https://floropolis.com/shop/philodendron-congo-red,philodendron-congo-red
✅ OK,Greens & Foliage,Philodendron Esmeralda,Green,Magic Flowers,T2,EB/QB,,0.73,18,REAL_PHOTO,mapper_exact,3,1,/images/shop/greens/phi-esmeralda-green.jpg,https://floropolis.com/shop/philodendron-esmeralda-green,philodendron-esmeralda-green
✅ OK,Greens & Foliage,Philodendron Pinnatifidum,Green,Magic Flowers,T2,HB/QB,,1.69,28,REAL_PHOTO,mapper_exact,3,1,/images/shop/greens/phi-esmeralda-green.jpg,https://floropolis.com/shop/philodendron-pinnatifidum-green,philodendron-pinnatifidum-green
✅ OK,Greens & Foliage,Philodendron Xanadu,Green,Magic Flowers,T2,EB,,0.5,12,REAL_PHOTO,mapper_exact,1,1,/images/shop/greens/phi-xanadu-green.jpg,https://floropolis.com/shop/philodendron-xanadu-green,philodendron-xanadu-green
✅ OK,Greens & Foliage,Philodendron Xantal,Green,Magic Flowers,T2,EB/HB/QB,,1.12,50,REAL_PHOTO,mapper_exact,1,1,/images/shop/greens/phi-xantal-green.png,https://floropolis.com/shop/philodendron-xantal-green,philodendron-xantal-green
✅ OK,Greens & Foliage,Pinnatifidum,Green,Magic Flowers,T3,HB,90 cm,4.29,0,REAL_PHOTO,mapper_exact,3,1,/images/shop/greens/phi-esmeralda-green.jpg,https://floropolis.com/shop/pinnatifidum-green-90,pinnatifidum-green-90
✅ OK,Greens & Foliage,Podocarpus,Green,Magic Flowers,T3,HB,50 cm,1.41,0,REAL_PHOTO,mapper_exact,2,1,/images/shop/greens/podocarpus-green.png,https://floropolis.com/shop/podocarpus-green-50,podocarpus-green-50
✅ OK,Greens & Foliage,Raphis Palm,Green,Magic Flowers,T2,EB/QB,,1.15,30,REAL_PHOTO,mapper_exact,2,2,/images/shop/greens/raphis-palm-green.png,https://floropolis.com/shop/palm-raphis-green,palm-raphis-green
✅ OK,Greens & Foliage,Raphis Palm,Green,Magic Flowers,T3,HB,50 cm,1.49,0,REAL_PHOTO,mapper_exact,2,2,/images/shop/greens/raphis-palm-green.png,https://floropolis.com/shop/raphis-palm-green-50,raphis-palm-green-50
✅ OK,Greens & Foliage,Schefflera tip Green,Green,Magic Flowers,T3,HB,45 cm,2.59,0,REAL_PHOTO,mapper_exact,2,1,/images/shop/greens/schefflera-tip-green.png,https://floropolis.com/shop/schefflera-tip-green-green-45,schefflera-tip-green-green-45
✅ OK,Greens & Foliage,Silver Dollar,Green,Magic Flowers,T3,HB,60 cm,0.97,0,REAL_PHOTO,mapper_exact,1,1,/images/shop/greens/silver-dollar-green.jpg,https://floropolis.com/shop/silver-dollar-green-60,silver-dollar-green-60
✅ OK,Greens & Foliage,Tips & Accents Podocarpus,Green,Magic Flowers,T2,EB/QB,,0.95,32,REAL_PHOTO,mapper_exact,2,1,/images/shop/greens/podocarpus-green.png,https://floropolis.com/shop/tips-and-accents-podocarpus-green,tips-and-accents-podocarpus-green
✅ OK,Greens & Foliage,Tips & Accents Schefflera,Green,Magic Flowers,T2,HB/QB,,1.47,24,REAL_PHOTO,mapper_exact,2,1,/images/shop/greens/schefflera-tip-green.png,https://floropolis.com/shop/tips-and-accents-schefflera-green,tips-and-accents-schefflera-green
✅ OK,Gypsophila,Cosmic,White,Megaflor,T2,QB,250g,0.9,40,CDN_REAL_PHOTO,db_cdn,1,4,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634690.png,https://floropolis.com/shop/cosmic-250g-white,cosmic-250g-white
✅ OK,Gypsophila,Tinted,Blue,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_prefix,5,1,/images/shop/other/tinted-apple-green.png,https://floropolis.com/shop/tinted-blue-250g,tinted-blue-250g
✅ OK,Gypsophila,Tinted,Brown,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_prefix,5,1,/images/shop/other/tinted-apple-green.png,https://floropolis.com/shop/tinted-brown-250g,tinted-brown-250g
✅ OK,Gypsophila,Tinted,Green,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_prefix,5,1,/images/shop/other/tinted-apple-green.png,https://floropolis.com/shop/tinted-green-250g,tinted-green-250g
✅ OK,Gypsophila,Tinted,Hot Pink,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_exact,1,1,/images/shop/other/tinted-hot-pink.png,https://floropolis.com/shop/tinted-hot-pink-250g,tinted-hot-pink-250g
✅ OK,Gypsophila,Tinted,Light Blue,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_exact,1,1,/images/shop/other/tinted-light-blue.png,https://floropolis.com/shop/tinted-light-blue-250g,tinted-light-blue-250g
✅ OK,Gypsophila,Tinted,Light Pink,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_exact,1,1,/images/shop/other/tinted-light-pink.png,https://floropolis.com/shop/tinted-light-pink-250g,tinted-light-pink-250g
✅ OK,Gypsophila,Tinted,Peach,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_exact,1,1,/images/shop/other/tinted-peach.png,https://floropolis.com/shop/tinted-peach-250g,tinted-peach-250g
✅ OK,Gypsophila,Tinted,Pink,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_prefix,5,1,/images/shop/other/tinted-apple-green.png,https://floropolis.com/shop/tinted-pink-250g,tinted-pink-250g
✅ OK,Gypsophila,Tinted,Rainbow,Flodecol,T3,QB,250g,1.21,0,REAL_PHOTO,db_local,1,1,/images/shop/other/tinted-rainbow.png,https://floropolis.com/shop/tinted-rainbow-250g,tinted-rainbow-250g
✅ OK,Gypsophila,Tinted,Red,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,mapper_prefix,5,1,/images/shop/other/tinted-apple-green.png,https://floropolis.com/shop/tinted-red-250g,tinted-red-250g
✅ OK,Gypsophila,Tinted,Yellow,Flodecol,T3,QB,250g,1.06,0,REAL_PHOTO,db_local,1,1,/images/shop/other/tinted-yellow.png,https://floropolis.com/shop/tinted-yellow-250g,tinted-yellow-250g
✅ OK,Gypsophila,Xlence,White,Megaflor,T2,QB,250g,0.9,50,CDN_REAL_PHOTO,db_cdn,1,4,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634702.png,https://floropolis.com/shop/xlence-250g-white,xlence-250g-white
✅ OK,Gypsophila,Xlence,White,Flodecol,T3,QB,1000g,1.02,0,REAL_PHOTO,mapper_exact,3,4,/images/shop/other/xlence-white.png,https://floropolis.com/shop/xlence-white-1000g,xlence-white-1000g
✅ OK,Gypsophila,Xlence,White,Flodecol,T3,QB,250g,0.79,0,REAL_PHOTO,mapper_exact,3,4,/images/shop/other/xlence-white.png,https://floropolis.com/shop/xlence-white-250g,xlence-white-250g
✅ OK,Gypsophila,Xlence,White,Flodecol,T3,QB,750g,0.82,0,REAL_PHOTO,mapper_exact,3,4,/images/shop/other/xlence-white.png,https://floropolis.com/shop/xlence-white-750g,xlence-white-750g
✅ OK,Larkspur,,White,Megaflor,T2,EB-M,,23.09,0,REAL_PHOTO,db_local,4,1,/images/shop/other/larkspur-white.png,https://floropolis.com/shop/white,white
✅ OK,Ranunculus,Amandine,Assorted,Megaflor,T2,EB,,1.08,40,REAL_PHOTO,db_local,4,1,/images/shop/ranunculus/amandine-assorted.jpg,https://floropolis.com/shop/amandine-assorted,amandine-assorted
✅ OK,Ranunculus,Amandine,Brown,Megaflor,T2,EB,,1.08,38,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-brown.png,https://floropolis.com/shop/amandine-brown,amandine-brown
✅ OK,Ranunculus,Amandine,Burgundy,Megaflor,T2,QB,30-35 cm,1.23,0,CDN_REAL_PHOTO,db_cdn,1,1,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20634736.png,https://floropolis.com/shop/amandine-burgundy-30-35cm,amandine-burgundy-30-35cm
✅ OK,Ranunculus,Amandine,Cream,Megaflor,T2,EB,,1.08,4,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-cream.png,https://floropolis.com/shop/amandine-cream,amandine-cream
✅ OK,Ranunculus,Amandine,Hot Pink,Megaflor,T2,QB,30-35 cm,1.23,70,REAL_PHOTO,db_local,2,1,/images/shop/ranunculus/pink-amandine-hot-pink.jpg,https://floropolis.com/shop/amandine-hot-pink-30-35cm,amandine-hot-pink-30-35cm
✅ OK,Ranunculus,Amandine,Lavender,Megaflor,T2,EB,,1.08,0,REAL_PHOTO,mapper_prefix,4,1,/images/shop/ranunculus/amandine-assorted.jpg,https://floropolis.com/shop/amandine-lavender,amandine-lavender
✅ OK,Ranunculus,Amandine,Light Pink,Megaflor,T2,QB,30-35 cm,1.23,12,REAL_PHOTO,mapper_prefix,4,1,/images/shop/ranunculus/amandine-assorted.jpg,https://floropolis.com/shop/amandine-light-pink-30-35cm,amandine-light-pink-30-35cm
✅ OK,Ranunculus,Amandine,Orange,Megaflor,T2,EB,,1.08,48,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-orange.png,https://floropolis.com/shop/amandine-orange,amandine-orange
✅ OK,Ranunculus,Amandine,Pink,Megaflor,T2,QB,30-35 cm,1.23,26,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-pink.png,https://floropolis.com/shop/amandine-pink-30-35cm,amandine-pink-30-35cm
✅ OK,Ranunculus,Amandine,Purple,Megaflor,T2,QB,30-35 cm,1.23,0,REAL_PHOTO,mapper_prefix,4,1,/images/shop/ranunculus/amandine-assorted.jpg,https://floropolis.com/shop/amandine-purple-30-35cm,amandine-purple-30-35cm
✅ OK,Ranunculus,Amandine,Red,Megaflor,T2,QB,30-35 cm,1.23,78,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-red.png,https://floropolis.com/shop/amandine-red-30-35cm,amandine-red-30-35cm
✅ OK,Ranunculus,Amandine,Salmon,Megaflor,T2,EB-M,,1.08,52,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-salmon.png,https://floropolis.com/shop/amandine-salmon,amandine-salmon
✅ OK,Ranunculus,Amandine,White,Megaflor,T2,QB,30-35 cm,1.23,326,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-white.png,https://floropolis.com/shop/amandine-white-30-35cm,amandine-white-30-35cm
✅ OK,Ranunculus,Amandine,Yellow,Megaflor,T2,EB-M,,1.08,82,REAL_PHOTO,db_local,1,1,/images/shop/ranunculus/amandine-yellow.png,https://floropolis.com/shop/amandine-yellow,amandine-yellow
✅ OK,Ranunculus,Elegance,Burgundy,Megaflor,T3,EB,30-35 cm,1.35,0,REAL_PHOTO,mapper_exact,4,2,/images/shop/ranunculus/burgundy.png,https://floropolis.com/shop/elegance-burgundy-30-35-cm,elegance-burgundy-30-35-cm
✅ OK,Ranunculus,Elegance,Burgundy,Megaflor,T3,EB,35-40 cm,1.41,0,REAL_PHOTO,mapper_exact,4,2,/images/shop/ranunculus/burgundy.png,https://floropolis.com/shop/elegance-burgundy-35-40-cm,elegance-burgundy-35-40-cm
✅ OK,Ranunculus,Elegance,Cream,Megaflor,T3,EB,30-35 cm,1.31,0,REAL_PHOTO,mapper_exact,2,2,/images/shop/ranunculus/cream.png,https://floropolis.com/shop/elegance-cream-30-35-cm,elegance-cream-30-35-cm
✅ OK,Ranunculus,Elegance,Cream,Megaflor,T3,EB,35-40 cm,1.38,0,REAL_PHOTO,mapper_exact,2,2,/images/shop/ranunculus/cream.png,https://floropolis.com/shop/elegance-cream-35-40-cm,elegance-cream-35-40-cm
✅ OK,Ranunculus,Elegance,Orange,Megaflor,T3,EB,30-35 cm,1.31,0,REAL_PHOTO,mapper_exact,3,3,/images/shop/ranunculus/orange.png,https://floropolis.com/shop/elegance-orange-30-35-cm,elegance-orange-30-35-cm
✅ OK,Ranunculus,Elegance,Orange,Megaflor,T3,EB,35-40 cm,1.38,0,REAL_PHOTO,mapper_exact,3,3,/images/shop/ranunculus/orange.png,https://floropolis.com/shop/elegance-orange-35-40-cm,elegance-orange-35-40-cm
✅ OK,Ranunculus,Elegance,Orange,Megaflor,T3,EB,40-45 cm,1.46,0,REAL_PHOTO,mapper_exact,3,3,/images/shop/ranunculus/orange.png,https://floropolis.com/shop/elegance-orange-40-45-cm,elegance-orange-40-45-cm
✅ OK,Ranunculus,Elegance,Pink,Megaflor,T3,EB,30-35 cm,1.26,0,REAL_PHOTO,mapper_exact,4,4,/images/shop/ranunculus/pink.png,https://floropolis.com/shop/elegance-pink-30-35-cm,elegance-pink-30-35-cm
✅ OK,Ranunculus,Elegance,Pink,Megaflor,T3,EB,35-40 cm,1.34,0,REAL_PHOTO,mapper_exact,4,4,/images/shop/ranunculus/pink.png,https://floropolis.com/shop/elegance-pink-35-40-cm,elegance-pink-35-40-cm
✅ OK,Ranunculus,Elegance,Pink,Megaflor,T3,EB,40-45 cm,1.41,0,REAL_PHOTO,mapper_exact,4,4,/images/shop/ranunculus/pink.png,https://floropolis.com/shop/elegance-pink-40-45-cm,elegance-pink-40-45-cm
