action,category,variety,color,vendor,tier,box_type,length,price,stock,image_type,image_source,instances_sharing_image,merge_group_size,image_path,pdp_link,slug
✅ OK,Rose,Cream Shimmer,Peach Pink,Ecoroses,T3,QB,50 cm,1.51,0,CDN_REAL_PHOTO,db_cdn,2,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636673.png,https://floropolis.com/shop/cream-shimmer-peach-pink-50-cm,cream-shimmer-peach-pink-50-cm
✅ OK,Rose,Cream Shimmer,Peach Pink,Ecoroses,T3,QB,60 cm,1.66,5,CDN_REAL_PHOTO,db_cdn,3,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636674.png,https://floropolis.com/shop/cream-shimmer-peach-pink-60-cm,cream-shimmer-peach-pink-60-cm
✅ OK,Rose,Cream Shimmer,Peach Pink,Ecoroses,T3,QB,70 cm,1.75,0,CDN_REAL_PHOTO,db_cdn,2,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636675.png,https://floropolis.com/shop/cream-shimmer-peach-pink-70-cm,cream-shimmer-peach-pink-70-cm
✅ OK,Rose,Cream Shimmer,Peach Pink,Ecoroses,T3,QB,80 cm,1.81,0,CDN_REAL_PHOTO,db_cdn,2,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636676.png,https://floropolis.com/shop/cream-shimmer-peach-pink-80-cm,cream-shimmer-peach-pink-80-cm
✅ OK,Rose,Creme de la Creme,Cream,Ecoroses,T3,QB,40 cm,1.22,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636677.png,https://floropolis.com/shop/creme-de-la-creme-cream-40-cm,creme-de-la-creme-cream-40-cm
✅ OK,Rose,Creme de la Creme,Cream,Ecoroses,T3,QB,50 cm,1.31,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636678.png,https://floropolis.com/shop/creme-de-la-creme-cream-50-cm,creme-de-la-creme-cream-50-cm
✅ OK,Rose,Creme de la Creme,Cream,Ecoroses,T3,QB,60 cm,1.39,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636679.png,https://floropolis.com/shop/creme-de-la-creme-cream-60-cm,creme-de-la-creme-cream-60-cm
✅ OK,Rose,Creme de la Creme,Cream,Ecoroses,T3,QB,70 cm,1.45,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636680.png,https://floropolis.com/shop/creme-de-la-creme-cream-70-cm,creme-de-la-creme-cream-70-cm
✅ OK,Rose,Creme de la Creme,Cream,Ecoroses,T3,QB,80 cm,1.48,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636681.png,https://floropolis.com/shop/creme-de-la-creme-cream-80-cm,creme-de-la-creme-cream-80-cm
✅ OK,Rose,Dark Crown,Purple,Ecoroses,T3,QB,40 cm,1.56,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636698.png,https://floropolis.com/shop/dark-crown-purple-40-cm,dark-crown-purple-40-cm
✅ OK,Rose,Dark Crown,Purple,Ecoroses,T3,QB,50 cm,1.71,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636699.png,https://floropolis.com/shop/dark-crown-purple-50-cm,dark-crown-purple-50-cm
✅ OK,Rose,Dark Crown,Purple,Ecoroses,T3,QB,60 cm,1.86,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636700.png,https://floropolis.com/shop/dark-crown-purple-60-cm,dark-crown-purple-60-cm
✅ OK,Rose,Dark Crown,Purple,Ecoroses,T3,QB,70 cm,2.01,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636701.png,https://floropolis.com/shop/dark-crown-purple-70-cm,dark-crown-purple-70-cm
✅ OK,Rose,Dark Crown,Purple,Ecoroses,T3,QB,80 cm,2.16,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636704.png,https://floropolis.com/shop/dark-crown-purple-80-cm,dark-crown-purple-80-cm
✅ OK,Rose,Deep Purple,Lavender,Ecoroses,T3,QB,40 cm,1.31,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636705.png,https://floropolis.com/shop/deep-purple-lavender-40-cm,deep-purple-lavender-40-cm
✅ OK,Rose,Deep Purple,Lavender,Ecoroses,T3,QB,50 cm,1.41,1,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636706.png,https://floropolis.com/shop/deep-purple-lavender-50-cm,deep-purple-lavender-50-cm
✅ OK,Rose,Deep Purple,Lavender,Ecoroses,T3,QB,60 cm,1.5,2,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636707.png,https://floropolis.com/shop/deep-purple-lavender-60-cm,deep-purple-lavender-60-cm
✅ OK,Rose,Deep Purple,Lavender,Ecoroses,T3,QB,70 cm,1.59,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636709.png,https://floropolis.com/shop/deep-purple-lavender-70-cm,deep-purple-lavender-70-cm
✅ OK,Rose,Deep Purple,Lavender,Ecoroses,T3,QB,80 cm,1.65,3,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636711.png,https://floropolis.com/shop/deep-purple-lavender-80-cm,deep-purple-lavender-80-cm
✅ OK,Rose,Encanto,Yellow,Ecoroses,T3,QB,40 cm,1.35,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636712.png,https://floropolis.com/shop/encanto-yellow-40-cm,encanto-yellow-40-cm
✅ OK,Rose,Encanto,Yellow,Ecoroses,T3,QB,50 cm,1.51,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636713.png,https://floropolis.com/shop/encanto-yellow-50-cm,encanto-yellow-50-cm
✅ OK,Rose,Encanto,Yellow,Ecoroses,T3,QB,60 cm,1.66,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636714.png,https://floropolis.com/shop/encanto-yellow-60-cm,encanto-yellow-60-cm
✅ OK,Rose,Encanto,Yellow,Ecoroses,T3,QB,70 cm,1.75,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636715.png,https://floropolis.com/shop/encanto-yellow-70-cm,encanto-yellow-70-cm
✅ OK,Rose,Encanto,Yellow,Ecoroses,T3,QB,80 cm,1.81,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636716.png,https://floropolis.com/shop/encanto-yellow-80-cm,encanto-yellow-80-cm
✅ OK,Rose,Enchantment,Bicolor,Ecoroses,T3,QB,40 cm,1.41,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636717.png,https://floropolis.com/shop/enchantment-bicolor-40-cm,enchantment-bicolor-40-cm
✅ OK,Rose,Enchantment,Bicolor,Ecoroses,T3,QB,50 cm,1.56,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636718.png,https://floropolis.com/shop/enchantment-bicolor-50-cm,enchantment-bicolor-50-cm
✅ OK,Rose,Enchantment,Bicolor,Ecoroses,T3,QB,60 cm,1.71,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636719.png,https://floropolis.com/shop/enchantment-bicolor-60-cm,enchantment-bicolor-60-cm
✅ OK,Rose,Enchantment,Bicolor,Ecoroses,T3,QB,70 cm,1.86,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636720.png,https://floropolis.com/shop/enchantment-bicolor-70-cm,enchantment-bicolor-70-cm
✅ OK,Rose,Enchantment,Bicolor,Ecoroses,T3,QB,80 cm,2.01,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636721.png,https://floropolis.com/shop/enchantment-bicolor-80-cm,enchantment-bicolor-80-cm
✅ OK,Rose,Escimo,White,Ecoroses,T1,QB,40 cm,1.22,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636722.png,https://floropolis.com/shop/escimo-white-40-cm,escimo-white-40-cm
✅ OK,Rose,Escimo,White,Ecoroses,T1,QB,50 cm,1.69,3,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636723.png,https://floropolis.com/shop/escimo-white-50-cm,escimo-white-50-cm
✅ OK,Rose,Escimo,White,Ecoroses,T1,QB,60 cm,1.39,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636724.png,https://floropolis.com/shop/escimo-white-60-cm,escimo-white-60-cm
✅ OK,Rose,Escimo,White,Ecoroses,T1,QB,70 cm,1.45,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636725.png,https://floropolis.com/shop/escimo-white-70-cm,escimo-white-70-cm
✅ OK,Rose,Escimo,White,Ecoroses,T1,QB,80 cm,1.48,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636726.png,https://floropolis.com/shop/escimo-white-80-cm,escimo-white-80-cm
✅ OK,Rose,Esperance,Bicolor,Ecoroses,T3,QB,40 cm,1.35,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/esperance-cream-pink.png,https://floropolis.com/shop/esperance-bicolor-40-cm,esperance-bicolor-40-cm
✅ OK,Rose,Esperance,Bicolor,Ecoroses,T3,QB,50 cm,1.51,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/esperance-cream-pink.png,https://floropolis.com/shop/esperance-bicolor-50-cm,esperance-bicolor-50-cm
✅ OK,Rose,Esperance,Bicolor,Ecoroses,T3,QB,60 cm,1.66,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/esperance-cream-pink.png,https://floropolis.com/shop/esperance-bicolor-60-cm,esperance-bicolor-60-cm
✅ OK,Rose,Esperance,Bicolor,Ecoroses,T3,QB,70 cm,1.75,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/esperance-cream-pink.png,https://floropolis.com/shop/esperance-bicolor-70-cm,esperance-bicolor-70-cm
✅ OK,Rose,Esperance,Bicolor,Ecoroses,T3,QB,80 cm,1.81,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/esperance-cream-pink.png,https://floropolis.com/shop/esperance-bicolor-80-cm,esperance-bicolor-80-cm
✅ OK,Rose,Explorer,Red,Ecoroses,T1,QB,40 cm,1.35,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636732.png,https://floropolis.com/shop/explorer-red-40-cm,explorer-red-40-cm
✅ OK,Rose,Explorer,Red,Ecoroses,T1,QB,50 cm,1.51,5,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636733.png,https://floropolis.com/shop/explorer-red-50-cm,explorer-red-50-cm
✅ OK,Rose,Explorer,Red,Ecoroses,T1,QB,60 cm,1.55,5,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636734.png,https://floropolis.com/shop/explorer-red-60-cm,explorer-red-60-cm
✅ OK,Rose,Explorer,Red,Ecoroses,T1,QB,70 cm,1.75,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636735.png,https://floropolis.com/shop/explorer-red-70-cm,explorer-red-70-cm
✅ OK,Rose,Explorer,Red,Ecoroses,T1,QB,80 cm,1.81,10,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636736.png,https://floropolis.com/shop/explorer-red-80-cm,explorer-red-80-cm
✅ OK,Rose,Faith,Pink,Ecoroses,T2,QB,,1.59,0,CDN_REAL_PHOTO,db_cdn,1,1,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636739.png,https://floropolis.com/shop/faith-pink,faith-pink
✅ OK,Rose,Faith,Pink Lavender,Ecoroses,T3,QB,40 cm,1.31,0,REAL_PHOTO,mapper_exact,5,5,/images/shop/roses/faith-pink-lavender.png,https://floropolis.com/shop/faith-pink-lavender-40-cm,faith-pink-lavender-40-cm
✅ OK,Rose,Faith,Pink Lavender,Ecoroses,T3,QB,50 cm,1.41,0,REAL_PHOTO,mapper_exact,5,5,/images/shop/roses/faith-pink-lavender.png,https://floropolis.com/shop/faith-pink-lavender-50-cm,faith-pink-lavender-50-cm
✅ OK,Rose,Faith,Pink Lavender,Ecoroses,T3,QB,60 cm,1.5,0,REAL_PHOTO,mapper_exact,5,5,/images/shop/roses/faith-pink-lavender.png,https://floropolis.com/shop/faith-pink-lavender-60-cm,faith-pink-lavender-60-cm
✅ OK,Rose,Faith,Pink Lavender,Ecoroses,T3,QB,70 cm,1.59,0,REAL_PHOTO,mapper_exact,5,5,/images/shop/roses/faith-pink-lavender.png,https://floropolis.com/shop/faith-pink-lavender-70-cm,faith-pink-lavender-70-cm
✅ OK,Rose,Faith,Pink Lavender,Ecoroses,T3,QB,80 cm,1.65,0,REAL_PHOTO,mapper_exact,5,5,/images/shop/roses/faith-pink-lavender.png,https://floropolis.com/shop/faith-pink-lavender-80-cm,faith-pink-lavender-80-cm
✅ OK,Rose,Fancy Dreams,White,Ecoroses,T3,QB,40 cm,1.56,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636742.png,https://floropolis.com/shop/fancy-dreams-white-40-cm,fancy-dreams-white-40-cm
✅ OK,Rose,Fancy Dreams,White,Ecoroses,T3,QB,50 cm,1.71,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636744.png,https://floropolis.com/shop/fancy-dreams-white-50-cm,fancy-dreams-white-50-cm
✅ OK,Rose,Fancy Dreams,White,Ecoroses,T3,QB,60 cm,1.86,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636745.png,https://floropolis.com/shop/fancy-dreams-white-60-cm,fancy-dreams-white-60-cm
✅ OK,Rose,Fancy Dreams,White,Ecoroses,T3,QB,70 cm,2.01,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636746.png,https://floropolis.com/shop/fancy-dreams-white-70-cm,fancy-dreams-white-70-cm
✅ OK,Rose,Fancy Dreams,White,Ecoroses,T3,QB,80 cm,2.16,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636747.png,https://floropolis.com/shop/fancy-dreams-white-80-cm,fancy-dreams-white-80-cm
✅ OK,Rose,Felicity,Peach,Ecoroses,T3,QB,40 cm,1.41,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636748.png,https://floropolis.com/shop/felicity-peach-40-cm,felicity-peach-40-cm
✅ OK,Rose,Felicity,Peach,Ecoroses,T3,QB,50 cm,1.56,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636749.png,https://floropolis.com/shop/felicity-peach-50-cm,felicity-peach-50-cm
✅ OK,Rose,Felicity,Peach,Ecoroses,T3,QB,60 cm,1.71,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636750.png,https://floropolis.com/shop/felicity-peach-60-cm,felicity-peach-60-cm
✅ OK,Rose,Felicity,Peach,Ecoroses,T3,QB,70 cm,1.86,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636751.png,https://floropolis.com/shop/felicity-peach-70-cm,felicity-peach-70-cm
✅ OK,Rose,Felicity,Peach,Ecoroses,T3,QB,80 cm,2.01,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636752.png,https://floropolis.com/shop/felicity-peach-80-cm,felicity-peach-80-cm
✅ OK,Rose,Fortune,Red,Ecoroses,T3,QB,40 cm,1.35,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636753.png,https://floropolis.com/shop/fortune-red-40-cm,fortune-red-40-cm
✅ OK,Rose,Fortune,Red,Ecoroses,T3,QB,50 cm,1.51,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636754.png,https://floropolis.com/shop/fortune-red-50-cm,fortune-red-50-cm
✅ OK,Rose,Fortune,Red,Ecoroses,T3,QB,60 cm,1.66,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636755.png,https://floropolis.com/shop/fortune-red-60-cm,fortune-red-60-cm
✅ OK,Rose,Fortune,Red,Ecoroses,T3,QB,70 cm,1.75,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636756.png,https://floropolis.com/shop/fortune-red-70-cm,fortune-red-70-cm
✅ OK,Rose,Fortune,Red,Ecoroses,T3,QB,80 cm,1.81,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636760.png,https://floropolis.com/shop/fortune-red-80-cm,fortune-red-80-cm
✅ OK,Rose,Free Spirit,Orange,Ecoroses,T1,QB,40 cm,1.41,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636761.png,https://floropolis.com/shop/free-spirit-orange-40-cm,free-spirit-orange-40-cm
✅ OK,Rose,Free Spirit,Orange,Ecoroses,T1,QB,50 cm,1.56,2,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636762.png,https://floropolis.com/shop/free-spirit-orange-50-cm,free-spirit-orange-50-cm
✅ OK,Rose,Free Spirit,Orange,Ecoroses,T1,QB,60 cm,1.71,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636763.png,https://floropolis.com/shop/free-spirit-orange-60-cm,free-spirit-orange-60-cm
✅ OK,Rose,Free Spirit,Orange,Ecoroses,T1,QB,70 cm,1.86,2,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636764.png,https://floropolis.com/shop/free-spirit-orange-70-cm,free-spirit-orange-70-cm
✅ OK,Rose,Free Spirit,Orange,Ecoroses,T1,QB,80 cm,2.01,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636765.png,https://floropolis.com/shop/free-spirit-orange-80-cm,free-spirit-orange-80-cm
✅ OK,Rose,Freedom,Red,Ecoroses,T1,QB,40 cm,1.31,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636766.png,https://floropolis.com/shop/freedom-red-40-cm,freedom-red-40-cm
✅ OK,Rose,Freedom,Red,Ecoroses,T1,QB,50 cm,2.07,5,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636767.png,https://floropolis.com/shop/freedom-red-50-cm,freedom-red-50-cm
✅ OK,Rose,Freedom,Red,Ecoroses,T1,QB,60 cm,2.93,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636768.png,https://floropolis.com/shop/freedom-red-60-cm,freedom-red-60-cm
✅ OK,Rose,Freedom,Red,Ecoroses,T3,QB,70 cm,1.59,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636769.png,https://floropolis.com/shop/freedom-red-70-cm,freedom-red-70-cm
✅ OK,Rose,Freedom,Red,Ecoroses,T3,QB,80 cm,1.65,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636770.png,https://floropolis.com/shop/freedom-red-80-cm,freedom-red-80-cm
✅ OK,Rose,Frutteto,Light Pink,Ecoroses,T3,QB,40 cm,1.31,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/frutteto-light-pink-green-outer-petals.png,https://floropolis.com/shop/frutteto-light-pink-40-cm,frutteto-light-pink-40-cm
✅ OK,Rose,Frutteto,Light Pink,Ecoroses,T3,QB,50 cm,1.41,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/frutteto-light-pink-green-outer-petals.png,https://floropolis.com/shop/frutteto-light-pink-50-cm,frutteto-light-pink-50-cm
✅ OK,Rose,Frutteto,Light Pink,Ecoroses,T3,QB,60 cm,1.5,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/frutteto-light-pink-green-outer-petals.png,https://floropolis.com/shop/frutteto-light-pink-60-cm,frutteto-light-pink-60-cm
✅ OK,Rose,Frutteto,Light Pink,Ecoroses,T3,QB,70 cm,1.59,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/frutteto-light-pink-green-outer-petals.png,https://floropolis.com/shop/frutteto-light-pink-70-cm,frutteto-light-pink-70-cm
✅ OK,Rose,Frutteto,Light Pink,Ecoroses,T3,QB,80 cm,1.65,0,REAL_PHOTO,mapper_prefix,5,5,/images/shop/roses/frutteto-light-pink-green-outer-petals.png,https://floropolis.com/shop/frutteto-light-pink-80-cm,frutteto-light-pink-80-cm
✅ OK,Rose,Full Monty,Hot Pink,Ecoroses,T3,QB,40 cm,1.31,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636776.png,https://floropolis.com/shop/full-monty-hot-pink-40-cm,full-monty-hot-pink-40-cm
✅ OK,Rose,Full Monty,Hot Pink,Ecoroses,T3,QB,50 cm,1.41,5,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636777.png,https://floropolis.com/shop/full-monty-hot-pink-50-cm,full-monty-hot-pink-50-cm
✅ OK,Rose,Full Monty,Hot Pink,Ecoroses,T3,QB,60 cm,1.5,5,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636778.png,https://floropolis.com/shop/full-monty-hot-pink-60-cm,full-monty-hot-pink-60-cm
✅ OK,Rose,Full Monty,Hot Pink,Ecoroses,T3,QB,70 cm,1.59,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636779.png,https://floropolis.com/shop/full-monty-hot-pink-70-cm,full-monty-hot-pink-70-cm
✅ OK,Rose,Full Monty,Hot Pink,Ecoroses,T3,QB,80 cm,1.65,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636780.png,https://floropolis.com/shop/full-monty-hot-pink-80-cm,full-monty-hot-pink-80-cm
✅ OK,Rose,Funky Soul,Bicolor,Ecoroses,T3,QB,40 cm,1.56,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636781.png,https://floropolis.com/shop/funky-soul-bicolor-40-cm,funky-soul-bicolor-40-cm
✅ OK,Rose,Funky Soul,Bicolor,Ecoroses,T3,QB,50 cm,1.71,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636782.png,https://floropolis.com/shop/funky-soul-bicolor-50-cm,funky-soul-bicolor-50-cm
✅ OK,Rose,Funky Soul,Bicolor,Ecoroses,T3,QB,60 cm,1.86,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636783.png,https://floropolis.com/shop/funky-soul-bicolor-60-cm,funky-soul-bicolor-60-cm
✅ OK,Rose,Funky Soul,Bicolor,Ecoroses,T3,QB,70 cm,2.01,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636784.png,https://floropolis.com/shop/funky-soul-bicolor-70-cm,funky-soul-bicolor-70-cm
✅ OK,Rose,Funky Soul,Bicolor,Ecoroses,T3,QB,80 cm,2.16,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636785.png,https://floropolis.com/shop/funky-soul-bicolor-80-cm,funky-soul-bicolor-80-cm
✅ OK,Rose,Geraldine,Pink,Ecoroses,T3,QB,40 cm,1.31,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636786.png,https://floropolis.com/shop/geraldine-pink-40-cm,geraldine-pink-40-cm
✅ OK,Rose,Geraldine,Pink,Ecoroses,T3,QB,50 cm,1.41,1,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636787.png,https://floropolis.com/shop/geraldine-pink-50-cm,geraldine-pink-50-cm
✅ OK,Rose,Geraldine,Pink,Ecoroses,T3,QB,60 cm,1.5,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636788.png,https://floropolis.com/shop/geraldine-pink-60-cm,geraldine-pink-60-cm
✅ OK,Rose,Geraldine,Pink,Ecoroses,T3,QB,70 cm,1.59,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636789.png,https://floropolis.com/shop/geraldine-pink-70-cm,geraldine-pink-70-cm
✅ OK,Rose,Geraldine,Pink,Ecoroses,T3,QB,80 cm,1.65,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636790.png,https://floropolis.com/shop/geraldine-pink-80-cm,geraldine-pink-80-cm
✅ OK,Rose,Goldfinch,Yellow,Ecoroses,T3,QB,40 cm,1.35,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636792.png,https://floropolis.com/shop/goldfinch-yellow-40-cm,goldfinch-yellow-40-cm
✅ OK,Rose,Goldfinch,Yellow,Ecoroses,T3,QB,50 cm,1.51,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636793.png,https://floropolis.com/shop/goldfinch-yellow-50-cm,goldfinch-yellow-50-cm
✅ OK,Rose,Goldfinch,Yellow,Ecoroses,T3,QB,60 cm,1.66,0,CDN_REAL_PHOTO,db_cdn,1,5,https://d3bgzcd3kwm78d.cloudfront.net/762172/product/20636794.png,https://floropolis.com/shop/goldfinch-yellow-60-cm,goldfinch-yellow-60-cm
